ID;Nombre;Nombre Centro Control;Nombre Propietario;Nombre Coordinado;Número;Nemotecnico;Descripcion;Región;Provincia;Comuna;5.1 Barras por nivel de tensión y su respectiva capacidad térmica, en función de la T° ambiente y T° conductor (Tabla de Relación Corriente – Temperatura);5.2 Tipo de configuración (barra simple, barra doble, interruptor y medio, etc.);5.3 Equipos de transformación;5.4 Interruptores (especificar si corresponden a interruptores de paño de línea, seccionadores de barra, de transferencia, u otros);5.5 Desconectadores;5.6 Conexiones de puesta a tierra. Indicar si la subestación posee conexiones y sus ubicaciones;5.7 Equipos de medida;5.8 Equipos de sincronización;5.9 Equipos de comunicaciones;5.10 Sistemas de protección;5.11 Transformadores de medida (corriente y tensión);5.12 Pararrayos;5.13 Fecha de entrada en operación;Coordenada Este;Coordenada Norte;Zona o Huso [Ej: 18H-19J etc.];1 Diagrama unilineal, señalando capacidad nominal de equipos primarios  (*.dwg y *.pdf);2 Plano de planta y elevación de la subestación (*dwg y *. pdf);3 Plano de la malla de tierra: aérea y subterránea (*dwg y *.pdf);4 Diagramas unilineales de los servicios auxiliares de CA y CC (*.dwg y *.pdf);5 Disposición de equipos en sala de servicios generales.
679;S/E BRASIL;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;6;SE006T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;"ID 682 - BA S/E BRASIL 110KV B1 ; ID 683 - BA S/E BRASIL 110KV B2 ; ID 684 - BA S/E BRASIL 12.5KV BP1 ; ID 685 - BA S/E BRASIL 12KV BA1 ; ID 686 - BA S/E BRASIL 12KV BP2 ; ID 687 - BA S/E BRASIL 12KV BA2 ; ID 688 - BA S/E BRASIL 12KV BP3 ; ID 689 - BA S/E BRASIL 12KV BA3";DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;Unilineales_BRASIL;SI;SI;01-11-1999 0:00:00;345345,67;6299650,61;19H;"679-S/E BRASIL_As Built; Anexo1-DUF-SE Brasil-110_12kV - NUP 1925";Anexo 2-Plano de planta y elevación- Brasil-110_12 kV;"Anexo 3-Plano de malla a tierra; aérea; subterránea-Brasil";"Anexo 4-DU-SSAA-CA; CC-Brasil";Anexo 5-Disposición de equipos SSG-Brasil
680;S/E BUIN (STM);SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;7;SE007T0054;;METROPOLITANA DE SANTIAGO;MAIPO;BUIN;;BARRA SIMPLE + TRANSFERENCIA;SI;SI;SI;SI;SI;NO;SI;Unilineales_BUIN (CHILECTRA);SI;SI;01-01-1970 0:00:00;343183,73;6268624,42;19H;680-S/E BUIN_As Built;680-S/E BUIN_As Built;680-S/E BUIN_As Built;680-S/E BUIN_As Built;680-S/E BUIN_As Built
681;S/E CALEU;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;90;SE090T0054;;METROPOLITANA DE SANTIAGO;CHACABUCO;TILTIL;ID 694 - BA SE CALEU 44KV BP1;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;SI;SI;NO;01-01-1979 0:00:00;316725,04;6347434,4;19H;Anexo 1-DU-Funcional-Caleu-44_23 Kv;Anexo 2-Plano de planta y elevación- Caleu-44_23 kV;"Anexo 3-Plano de malla a tierra; aérea; subterránea-Caleu";no aplica;no aplica
682;S/E CARRASCAL;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;8;SE008T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;QUINTA NORMAL;"ID 696 - BA S/E CARRASCAL 110KV BP1; ID 697 - BA S/E CARRASCAL 110KV BP2; ID 698 - BA S/E CARRASCAL 12KV BP1; ID 699 - BA S/E CARRASCAL 12KV BA1; ID 700 - BA S/E CARRASCAL 12KV BP2; ID 702 - BA S/E CARRASCAL 12KV BP3";DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;01-01-1947 0:00:00;343169,98;6300711,69;19H;"682-S/E CARRASCAL_As Built; DU-CARRASCAL-110_12kV LAM 1_ NUP - 2774; DU-CARRASCAL-110_12kV LAM 1_ NUP - 3021";Anexo 2-Plano de planta y elevación- Carrascal-110_12 kV;"Anexo 3-Plano de malla a tierra; aérea; subterránea-Carrascal";"Anexo 4-DU-SSAA-CA; CC-Carrascal";Anexo 5-Disposición de equipos SSG-Carrascal
683;S/E CHACABUCO;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;9;SE009T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;QUILICURA;"ID 703 - BA S/E CHACABUCO 110KV B1 ; ID 704 - BA S/E CHACABUCO 110KV B2 ; ID 705 - BA S/E CHACABUCO 12.5KV BP1 ; ID 706 - BA S/E CHACABUCO 12KV BA1 ; ID 707 - BA S/E CHACABUCO 23KV BP2 ; ID 708 - BA S/E CHACABUCO 23KV BA2 ; ID 709 - BA S/E CHACABUCO 23KV BP3 ; ID 710 - BA S/E CHACABUCO 23KV BA3 ; ID 711 - BA S/E CHACABUCO 12KV BP4 ; ID 712 - BA S/E CHACABUCO 12KV BA4 ; ID 713 - BA S/E CHACABUCO 23KV BP6 ; ID 1451 - BA S/E CHACABUCO 23KV BP8 ; ID 1452 - BA S/E CHACABUCO 23KV BA8 ; ID 1741 - BA S/E CHACABUCO 23KV BA7";DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;Unilineales_CHACABUCO;SI;SI;01-01-1999 0:00:00;340754;6310340,014;19H;"Anexo 1-DU-Funcional-SE Chacabuco-110_23_12; 683-S/E CHACABUCO_As Built";"Anexo 2-Plano de planta y elevación-SE Chacabuco-110_23_12kV; 683-S/E CHACABUCO_As Built";683-S/E CHACABUCO_As Built;683-S/E CHACABUCO_As Built;683-S/E CHACABUCO_As Built
684;S/E CHENA;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;10;SE010T0054;;METROPOLITANA DE SANTIAGO;MAIPO;SAN BERNARDO;Se adjunta documento: Capacidad Barra Conductor AASC 630mm2;Barra Seccionada + barra de Transferencia (220kV);SI;SI;SI;SI;SI;NO;SI;Se adjunta ECAP;SI;SI;30-09-2018;339706,48;6288990,69;19H;"Anexo1-DUF-SE Chena-220_110kV;684-S/E CHENA_As Built";"Se adjuntan Planos de Planta y Elevacion: CHI-28056-001; CHI-28056-002; CHI-28056-003; CHI-28056-004; CHI-18247-001";"Se adjunta plano: CHI-24952-001; 684-S/E CHENA_As Built";"Se adjuntan planos: CHI-18296-001; CHI-18296-002; CHI-18297-001";"Se adjuntan planos: CHI-22982-001; 684-S/E CHENA_As Built"
685;S/E CLUB HIPICO;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;11;SE011T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;"ID718-BA S/E CLUB HIPICO 110KV B1; ID719-BA S/E CLUB HIPICO 110KV B2; ID720-BA S/E CLUB HIPICO 12KV BP1; ID722-BA S/E CLUB HIPICO 12KV BP3; ID723-BA S/E CLUB HIPICO 12KV BA3; ID2853-BA S/E CLUB HIPICO 17.5KV BP; ID2854-BA S/E CLUB HIPICO 17.5KV BA";BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;Se adjunta documento Ajuste de Protecciones.;SI;SI;01-01-1970 0:00:00;345283;6295040,014;19H;"DU-CLUB HIPICO-110_12KV; anexo1-duf-se_club_hipico-110_12kv - NUP 3022.rar";"Se adjuntan planos planta y elevación: CHM-16608-001; CHM-16608-002; CHM-16608-003; CHM-16608-004";"Se adjuntan Planos de Malla Tierra: CHI-23871-001; CHI-23871-002; CHI-23871-003";"Se adjuntan planos D.U. Servicios Aux. CA_CC: CMD-15551-001; CMD-15552-001";"Se adjuntan planos Sala de Servicios Generales: CMD-15549-001; CMD-15549-002"
686;S/E CURACAVI;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;12;SE012T0054;;METROPOLITANA DE SANTIAGO;MELIPILLA;CURACAVÍ;"725 - BA SE CURACAVI 44KV B1; 726 - BA SE CURACAVI 44KV B2; 727 - BA SE CURACAVI 12KV BP1; 728 - BA SE CURACAVI 12KV BP2; 729 - BA SE CURACAVI 12KV BP3; 4297-BA S/E CURACAVI 44KV B2- EXT1; 4298-BA S/E CURACAVI 12KV BP4; 4315-BA S/E CURACAVI 12KV BP2-EXT1";BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;01-01-1970 0:00:00;310036,49;6299888,66;19H;"Anexo 1-DU-Funcional-Curacavi-44_12 kV; Anexo 1-DUF-SE Curacaví-44_12kV - NUP 3264";"Anexo 2-Plano de planta y elevación- Curacavi-44_12 kV; Anexo 2-Plano de planta y elevación- Curacavi-44_12 kV - NUP 3264";"Anexo 3-Plano de malla a tierra; Anexo 3-Plano de malla a tierra; aérea; subterránea-Curacavi - NUP 3264";"Anexo 4-DU-SSAA-CA; Anexo 4-DU-SSAA-CA; CC-Curacavi - NUP 3264";"Anexo 5-Disposición de equipos SSG-Curacavi; Anexo 5-Disposición de equipos SSG-Curacavi - NUP 3264"
687;S/E EL MANZANO (STM);SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;13;SE013T0054;;METROPOLITANA DE SANTIAGO;CHACABUCO;TILTIL;"ID730-BA S/E EL MANZANO (ENEL DISTRIBUCIÓN) 220KV B1; ID731-BA S/E EL MANZANO (ENEL DISTRIBUCIÓN) 220KV B2; ID732-BA S/E EL MANZANO (ENEL DISTRIBUCIÓN) 23KV BP1; ID733-BA S/E EL MANZANO (ENEL DISTRIBUCIÓN) 23KV BA1; ID734-BA S/E EL MANZANO (ENEL DISTRIBUCIÓN) 23KV BP2; ID735-BA S/E EL MANZANO (ENEL DISTRIBUCIÓN) 23KV BP3; ID736-BA S/E EL MANZANO (ENEL DISTRIBUCIÓN) 23KV BP4";DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;hasta la aprobación por parte del Coordinador Eléctrico Nacional;SI;SI;01-01-1986 0:00:00;332830,22;6329663,53;19H;"Anexo1-DU-Funcional-SE El Manzano-220_23kV; 687-S/E EL MANZANO_As Built; anexo1-duf-se_el_manzano-220_23kv - NUP 3339; NUP 4332-Aumento cap del tramo de línea 2x220 kV Tap El Manzano–El Manzano; Anexo1-DUF-SE El Manzano-220_33-23kV (NUP 3435)";"Anexo 2-Planos de planta y elevación-SE El Manzano-220_23 kV.zip; 687-S/E EL MANZANO_As Built";687-S/E EL MANZANO_As Built;687-S/E EL MANZANO_As Built;"ID687-Disposición de equipos en sala de servicios generales; 687-S/E EL MANZANO_As Built"
688;S/E EL SALTO;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;14;SE014T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;HUECHURABA;"'BA:ID737-BA S/E EL SALTO 220KV BP1; BA:ID738-BA S/E EL SALTO 220KV BT; BA:ID739-BA S/E EL SALTO 110KV BP1-1; BA:ID740-BA S/E EL SALTO 110KV BP1-2; BA:ID741-BA S/E EL SALTO 34.5KV BP1; BA:ID1274-BA S/E EL SALTO 110KV BP2-1; BA:ID1275-BA S/E EL SALTO 110KV BP2-2; BA:ID1276-BA S/E EL SALTO 34.5KV BP2; BA:IDXXXX-BA S/E EL SALTO 220KV BA; BA:IDXXXX-BA S/E EL SALTO 12KV BN; BA:IDXXXX-BA S/E EL SALTO 110KV BA";Doble;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;31-12-1899 0:00:00;348473,05;6307715,54;19H;"688-S/E EL SALTO_As Built; Anexo 1-DU-Funcional-SE EL SALTO-220-110 kV_ NUP 1200";Anexo 2-Plano de planta y elevación-SE EL SALTO-110-220kV.zip;"Anexo 3-Plano de malla a tierra; aérea; subterránea-SE EL SALTO.zip";"'Anexo 4-DU-SSAA-CA; CC-SE EL SALTO.zip";'Anexo 5-Disposicion de equipos SSG-SE EL SALTO.zip
689;S/E FLORIDA;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;15;SE015T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;LA FLORIDA;;BARRA SIMPLE + TRANSFERENCIA;NO;SI;SI;SI;SI;NO;SI;Unilineales_FLORIDA;SI;NO;01-01-1965 0:00:00;356575,61;6286975,72;19H;"689-S/E FLORIDA_As Built; DU-FUNCIONAL-FLORIDA-110 - NUP 1838 ; anexo1-duf-se_florida-110kv - NUP 2794";689-S/E FLORIDA_As Built;689-S/E FLORIDA_As Built;689-S/E FLORIDA_As Built;689-S/E FLORIDA_As Built
690;S/E LA CISTERNA;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;16;SE016T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;LA CISTERNA;"ID744-BA S/E LA CISTERNA 110KV B1; ID745-BA S/E LA CISTERNA 110KV B2; ID746-BA S/E LA CISTERNA 12KV BP1; ID747-BA S/E LA CISTERNA 12KV BP2; ID748-BA S/E LA CISTERNA 12KV BA1; ID749-BA S/E LA CISTERNA 12KV BA2; ID750-BA S/E LA CISTERNA 12KV BP3; ID751-BA S/E LA CISTERNA 12KV BA3; ID2874-BA S/E LA CISTERNA 12KV BP5";DOBLE BARRA;SI;SI;SI;Si;SI;NO;SI;Queda  hasta la aprobación del ECAP por parte del Coordinador eléctrico Nacional.;SI;SI;01-01-1981 0:00:00;345111;6289423,014;19H;DU-CISTERNA-110_12KV-REV.1;Unilineales_LA CISTERNA;Unilineales_LA CISTERNA;Unilineales_LA CISTERNA;Planos de disposicion general de planta SE Cisterna
691;S/E LA DEHESA;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;17;SE017T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;LO BARNECHEA;"ID752-BA S/E LA DEHESA 110KV BP1; ID753-BA S/E LA DEHESA 110KV BP2; ID754-BA S/E LA DEHESA 12KV BP1; ID755-BA S/E LA DEHESA 12KV B2P; ID756-BA S/E LA DEHESA 12KV BA1; ID757-BA S/E LA DEHESA 12KV BA2; ID758-BA S/E LA DEHESA 23KV BP3; ID759-BA S/E LA DEHESA 23KV BA3; ID760-BA S/E LA DEHESA 23KV BP4; ID3189-BA S/E LA DEHESA 12KV B5P; ID3190-BA S/E LA DEHESA 12KV B5A";DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;01-05-2015 0:00:00;353789,33;6309402,19;19H;"Unilineales_LA DEHESA; Anexo 1-DU-Funcional-SE La Dehesa-110_23_12kV";"Unilineales_LA DEHESA; Anexo 2-Plano de planta y elevación-SE La Dehesa-110_23_12kV";"Unilineales_LA DEHESA; Anexo 3-Plano de malla a tierra;aérea;subterránea-SE La Dehesa";"Unilineales_LA DEHESA; Anexo 4-DU-SSAA-CA; CC-SE La Dehesa";Anexo 5-Disposicion de equipos SSG-SE La Dehesa
692;S/E LA PINTANA;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;18;SE018T0054;;METROPOLITANA DE SANTIAGO;CORDILLERA;PUENTE ALTO;;DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;Unilineales_LA PINTANA;SI;SI;01-01-1986 0:00:00;350061;6279050,014;19H;Anexo1-DUF-SE La Pintana_110-12kV.zip;692-S/E LA PINTANA_As Built;692-S/E LA PINTANA_As Built;692-S/E LA PINTANA_As Built;692-S/E LA PINTANA_As Built
693;S/E LA REINA;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;19;SE019T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;PEÑALOLÉN;"ID 768-BA S/E LA REINA 110KV BP1; ID 769-BA S/E LA REINA 110KV BP2; ID 770-BA S/E LA REINA 12KV BP1; ID 772-BA S/E LA REINA 12KV BP2; ID 773-BA S/E LA REINA 12KV BA2; ID 774-BA S/E LA REINA 12KV BP4; ID 775-BA S/E LA REINA 12KV BA4; ID 1506-BA S/E LA REINA 12KV BP3; ID 1507-BA S/E LA REINA 12KV BA3; ID 4401-BA S/E LA REINA 17.5kV BP1; ID 4402-BA S/E LA REINA 17.5kV BA1";DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;Unilineales_LA REINA;SI;SI;01-01-1924 0:00:00;354566,6;6296384,6;19H;"Anexo1-DUF-SE La Reina-110_12kV;693-S/E LA REINA_As Built";"Anexo 2-Plano de planta y elevación-SE La Reina-110_12kV; 693-S/E LA REINA_As Built; Anexo 2-Plano de planta y elevación-La Reina_110-12kV (NUP 3267)";"693-S/E LA REINA_As Built; Anexo 3-Plano de malla a tierra; aérea; subterránea-La Reina (NUP 3267)";"693-S/E LA REINA_As Built; Anexo 4-DU-SSAA-CA; CC-La Reina (NUP 3267)";"693-S/E LA REINA_As Built; Anexo 5-Disposición de equipos SSG-La Reina (NUP 3267)"
694;S/E LAMPA;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;20;SE020T0054;;METROPOLITANA DE SANTIAGO;CHACABUCO;LAMPA;"ID 776-BA S/E LAMPA 220KV BP1; ID 777-BA S/E LAMPA 23KV BP1; ID 778-BA S/E LAMPA 23KV BP2; ID 4334-BA S/E LAMPA 23kV BP4; ID 4335-BA S/E LAMPA 23kV BA4";BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;Unilineales_LAMPA;SI;SI;01-01-1968 0:00:00;336393,77;6311973,75;19H;"694-S/E LAMPA_As Built; Anexo1-DUF-SE Lampa_220-23kV (NUP 3266)";"694-S/E LAMPA_As Built; Anexo 2-Plano de planta y elevación-Lampa_220-23kV (NUP 3266)";"694-S/E LAMPA_As Built; Anexo 3-Plano de malla a tierra; aérea; subterránea-Lampa (NUP 3266)";"694-S/E LAMPA_As Built; Anexo 4-DU-SSAA-CA; CC-Lampa (NUP 3266)";"694-S/E LAMPA_As Built; Anexo 5-Disposición de equipos SSG-Lampa (NUP 3266)"
695;S/E LAS ACACIAS;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;21;SE021T0054;;METROPOLITANA DE SANTIAGO;MAIPO;SAN BERNARDO;;DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;Unilineales_LAS ACACIAS;SI;SI;01-01-1963 0:00:00;339799,26;6285281,58;19H;695-S/E LAS ACACIAS_As Built;695-S/E LAS ACACIAS_As Built;695-S/E LAS ACACIAS_As Built;695-S/E LAS ACACIAS_As Built;695-S/E LAS ACACIAS_As Built
696;S/E LO AGUIRRE;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;22;SE022T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;PUDAHUEL;"ID 787-BA S/E LO AGUIRRE 110KV BP1; ID 788-BA S/E LO AGUIRRE 12KV BP1; ID 4425-BA S/E LO AGUIRRE 110kV BP1 [EN_REVISION]; ID 4428-BA S/E LO AGUIRRE 23kV BP4 [EN_REVISION]; ID 4429-BA S/E LO AGUIRRE 23kV BA4 [EN_REVISION]";BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;Unilineales_LO AGUIRRE;SI;SI;01-01-2012 0:00:00;322651,31;6297406,76;19H;"696-S/E LO AGUIRRE_As Built; Anexo1-DUF-SE Lo Aguirre-110_23-12kV (NUP 3263)";"696-S/E LO AGUIRRE_As Built; Anexo 2-Plano de planta y elevación-Lo Aguirre-110_23-12 kV (NUP 3263)";"696-S/E LO AGUIRRE_As Built; Anexo 3-Plano de malla a tierra; aérea; subterránea-Lo Aguirre (NUP 3263)";"696-S/E LO AGUIRRE_As Built; Anexo 4-DU-SSAA-CA; CC-Lo Aguirre (NUP 3263)";"696-S/E LO AGUIRRE_As Built; Anexo 5-Disposición de equipos SSG-Lo Aguirre (NUP 3263)"
697;S/E LO BOZA;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;23;SE023T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;RENCA;"ID 789 - BA S/E LO BOZA 110KV BP1; ID 790 - BA S/E LO BOZA 110KV BP2; ID 791 - BA S/E LO BOZA 12.5KV BP1; ID 792 - BA S/E LO BOZA 12KV BP2; ID 793 - BA S/E LO BOZA 12KV BA1; ID 794 - BA S/E LO BOZA 12KV BA2; ID 795 - BA S/E LO BOZA 23KV BP3; ID 796 - BA S/E LO BOZA 23KV BA3; ID 797 - BA S/E LO BOZA 12KV BP4; ID 798 - BA S/E LO BOZA 12KV BA4; ID 799 - BA S/E LO BOZA 12KV BP5; ID 3771 - BA S/E LO BOZA 23KV BP6; ID 3772 - BA S/E LO BOZA 23KV BA6";DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;01-01-2000 0:00:00;336803,9999;6304210,014;19H;"697-S/E LO BOZA_As Built; anexo1-duf-se_lo_boza-110_23-12kv _ NUP - 2764";Anexo 2-Plano de planta y elevación-Lo Boza-110_23-12 kV;"Anexo 3-Plano de malla a tierra; aérea; subterránea-Lo Boza";"Anexo 4-DU-SSAA-CA; CC-Lo Boza";Anexo 5-Disposición de equipos SSG-Lo Boza
698;TAP OFF LO ESPEJO;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;24;SE024T0054;;METROPOLITANA DE SANTIAGO;MAIPO;SAN BERNARDO;no aplica;DOBLE BARRA;NO;NO;SI;SI;NO;NO;SI;NO;NO;NO;01-01-1960 0:00:00;341084,74;6288579,22;19H;Anexo 1-DU-Funcional-Lo Espejo-110_12 kV;Anexo 2-Plano de planta y elevación- Lo Espejo-110_12 kV;Anexo 3-Plano de malla a tierra;Anexo 4-DU-SSAA-CA;no aplica
699;S/E LO PRADO;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;25;SE025T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;PUDAHUEL;;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;Unilineales_LO PRADO;SI;SI;01-01-2000 0:00:00;322506,65;6296448,53;19H;699-S/E LO PRADO_As Built;699-S/E LO PRADO_As Built;699-S/E LO PRADO_As Built;699-S/E LO PRADO_As Built;699-S/E LO PRADO_As Built
700;S/E LO VALLEDOR;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;26;SE026T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;ESTACIÓN CENTRAL;;DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;Unilineales_LO VALLEDOR;SI;SI;01-01-1962 0:00:00;343085,26;6294751,6;19H;Anexo1-DUF-SE_Lo_Valledor-110_12kV+-+NUP+2802.rar;"700-S/E LO VALLEDOR_As Built; Anexo 2-Plano de planta y elevación-Lo Valledor-110_13.2 kV";"700-S/E LO VALLEDOR_As Built; Anexo 3-Plano de malla a tierra; aérea; subterránea-Lo Valledor";700-S/E LO VALLEDOR_As Built;700-S/E LO VALLEDOR_As Built
701;S/E LORD COCHRANE;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;27;SE027T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;;DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;Unilineales_LORD COCHRANE;SI;SI;01-01-1998 0:00:00;346184;6298027,014;19H;"701-S/E LORD COCHRANE_As Built; Anexo1-DUF-SE Lord Cochrane-110_12kV";701-S/E LORD COCHRANE_As Built;701-S/E LORD COCHRANE_As Built;701-S/E LORD COCHRANE_As Built;
702;S/E LOS ALMENDROS;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;28;SE028T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;LAS CONDES;"818 - BA S/E LOS ALMENDROS 220KV BP1 ; 819 - BA S/E LOS ALMENDROS 220KV BP2 ; 820 - BA S/E LOS ALMENDROS 220KV BT ; 822 - BA S/E LOS ALMENDROS 110KV BP1";Doble;SI;SI;SI;SI;SI;NO;SI;Unilineales_LOS ALMENDROS;SI;SI;01-01-2003 0:00:00;359764,5;6300276,15;19H;702 - DATOS DE PLACA Y HOJA DE DATOS;702 - DATOS DE PLACA Y HOJA DE DATOS;702 - DATOS DE PLACA Y HOJA DE DATOS;702 - DATOS DE PLACA Y HOJA DE DATOS;702 - DATOS DE PLACA Y HOJA DE DATOS
703;S/E LOS DOMINICOS;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;SOCIEDAD TRANSMISORA METROPOLITANA II S.A.;29;SE029T0054;;METROPOLITANA DE SANTIAGO;SANTIAGO;LAS CONDES;"ID824-BA S/E LOS DOMINICOS 110KV B1; ID825-BA S/E LOS DOMINICOS 110KV B2; ID826-BA S/E LOS DOMINICOS 12KV BP1; ID827-BA S/E LOS DOMINICOS 12KV BP2; ID828-BA S/E LOS DOMINICOS 12KV BP3; ID829-BA S/E LOS DOMINICOS 12KV BA3";DOBLE BARRA;SI;SI;SI;SI;SI;NO;SI;Unilineales_LOS DOMINICOS;SI;SI;01-01-1952 0:00:00;358956,92;6304192,11;19H;Anexo1-DUF-SE Los Dominicos-110_12kV - NUP 2811.rar;DISPOSICION GENERAL EQUIPO ELECTRICO;"Unilineales_LOS DOMINICOS; MALLA DE TIERRA (CELDA)";"Unilineales_LOS DOMINICOS; DU CC CA (CELDA)";DISPOSICION GENERAL EQUIPO ELECTRICO
